doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1101/2025.10.30.685624,Engineered orthogonal translation systems from metagenomic libraries expand the genetic code.,pubmed,gce,41279103,bioRxiv : the preprint server for biology,2025-Oct-30,"Genetic code expansion with non-canonical amino acids (ncAAs) opens new opportunities for the function and design of proteins by broadening their chemical repertoire. Unfortunately, ncAA incorporation is limited both by a small collection of orthogonal aminoacyl-tRNA synthetases (aaRSs) and tRNAs and by low-throughput methods to discover them. Here, we report the discovery, characterization, and engineering of a UGA suppressing orthogonal translation system mined from metagenomic data. We developed an integrated computational and experimental pipeline to profile the orthogonality of >200 tRNAs, test >1,250 combinations of aaRS:tRNA pairs, and identify the AP1 TrpRS:tRNATrp UCA as an orthogonal pair that natively encodes tryptophan at the UGA codon. We demonstrate that the AP1 TrpRS:tRNATrp UCA is highly active in cell-free and cellular contexts. We then use Ochre, a genomically recoded Escherichia coli strain that lacks UAG and UGA codons, to engineer an AP1 TrpRS variant capable of 5-hydroxytryptophan incorporation at an open UGA codon. We anticipate that our strategy of integrating metagenomic bioprospecting with cell-free screening and cell-based engineering will accelerate the discovery and optimization of orthogonal translation systems for genetic code expansion.",5-OH-Trp,research_article,true,报道了通过宏基因组挖掘和工程化获得正交翻译系统，并实现了5-羟色氨酸在UGA密码子处的整合，包含ncAA的整合工艺和aaRS工程，属于GCE中ncAA应用与系统构建的结合，且明确涉及ncAA（5-hydroxytryptophan）的编码整合。,gce,multiple,yes,5-hydroxytryptophan,2026-07-23 18:45:34,Journal Article; Preprint,true,yes,研究论文
10.1101/2025.10.08.681129,The functional landscape of the human ubiquitinome.,pubmed,gce,41279051,bioRxiv : the preprint server for biology,2025-Oct-08,"Protein ubiquitination regulates cell biology through diverse avenues, from quality control-linked protein degradation to signaling functions such as modulating protein-protein interactions and enzyme activation. Mass spectrometry-based proteomics has allowed proteome-scale quantification of hundreds of thousands of ubiquitination sites (ubi-sites), however the functional importance and regulatory roles of most ubi-sites remain undefined. Here, we assembled a human reference ubiquitinome of 108,341 ubi-sites by harmonizing public proteomics data. We identified a core subset of ubi-sites under evolutionary constraint through alignment of ubiquitin proteomics data from six non-human species, and determined ultra-conserved ubi-sites recurring at regulatory hotspots within protein domains. Perturbation proteomics revealed that these highly conserved ubi-sites are more likely to regulate signaling functions rather than proteasomal degradation. To further prioritize functional ubi-sites with roles in cellular signaling, we constructed a functional score for more than 100,000 ubi-sites by integrating evolutionary, proteomic, and structural features using machine learning. Our score identifies ubi-sites regulating diverse protein functions and rationalizes mechanisms of genetic disease. Finally, we employed chemical genomics to validate the functional relevance of high-scoring ubi-sites and leveraged genetic code expansion to demonstrate that ubiquitination of K320 in the RNA-regulator ELAVL1 disrupts RNA binding. Our work reveals systems-level principles of the ubiquitinome and provides a powerful resource for studying protein ubiquitination.",,,true,batch_api_error_kept,,,,,2026-07-23 18:45:34,Journal Article; Preprint,,,
10.1016/j.jinorgbio.2025.113141,Mono-fluorotryptophans as probes of proton-coupled electron transfer in biology.,pubmed,gce,41242009,Journal of inorganic biochemistry,2026-Feb,"Tryptophan radicals are relevant to charge transport and catalysis in several enzymes. The radical is produced by the removal of an electron and proton from tryptophan. Despite its prevalence, tools to probe tryptophan radicals in biological systems remain limited. Fluorination of the indole ring of tryptophan induces changes in the redox potential, pKa and absorption spectrum, thus making fluorotryptophans attractive residues to probe the transient role of tryptophan radicals in biological systems. A series of N-acylated mono-fluorotryptophan amide analogs have been synthesized. Fluorine substitution at the 4 to 7 positions on the indole ring expands the pKa of the indole proton from 4.6 to 3.8-4.0 and a shift in reduction potential of 70 to 115 mV in the pH independent region (pH < 4) and 33 to 72 mV in the pH dependent regime that is accessible to most proteins (pH 6 to 9). Spectral shifts between 550 and 620 nm for the fluorotryptophan radical cation and between 495 and 550 nm for the neutral fluorotryptophan radical, respectively, allow their transient formation to be differentiated from background tryptophans in protein systems. The red shift of the radical cation as compared to the neutral radical is captured by DFT calculations and is shown to arise primarily from the stabilization of the radical cation SOMO. With the emergence of genetic code expansion techniques for incorporating fluorotryptophans in proteins, the mono-fluorotryptophans reported herein will be useful unnatural amino acids for examining tryptophan radicals in biology.",,research_article,true,合成了多种单氟色氨酸类似物，详细报道了其化学合成及理化性质（pKa、氧化还原电位、光谱），属于NNAA化学合成研究。,chemical,chemical,yes,"4-fluorotryptophan,5-fluorotryptophan,6-fluorotryptophan,7-fluorotryptophan",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1016/bs.mie.2025.06.030,A bipyridyl noncanonical amino acid for expanding the scope of metalloprotein design.,pubmed,gce,41047204,Methods in enzymology,2025,"Noncanonical amino acids (ncAAs) have been employed in the design of artificial metalloproteins by introducing unique metal-binding ligands, thereby expanding the structural and electronic diversity of the resulting metal centers. Among these, (2,2'-bipyridin-5-yl)alanine (bpy-Ala) has been widely utilized due to its well-characterized metal-binding affinity and the distinctive electronic properties of its metal complexes. This work outlines strategies for protein design, expression, and characterization of artificial metalloproteins incorporating bpy-Ala, as well as methods for its large-scale synthesis, to promote and facilitate the broader application of bpy-Ala in bioinorganic and protein engineering research.",,research_article,true,文章明确描述了bpy-Ala的大规模合成方法，并将其用于人工金属蛋白设计，包含NNAA的化学制备内容。,chemical,chemical,yes,"(2,2'-bipyridin-5-yl)alanine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.3390/pharmaceutics17091164,Strategic and Chemical Advances in Antibody-Drug Conjugates.,pubmed,gce,41012501,Pharmaceutics,2025-Sep-05,"Antibody-drug conjugates (ADCs) are a rapidly advancing class of targeted cancer therapeutics that couple the antigen specificity of monoclonal antibodies (mAbs) with the potent cytotoxicity of small-molecule drugs. In their core design, a tumor-targeting antibody is covalently linked to a cytotoxic payload via a chemical linker, enabling the selective delivery of highly potent agents to malignant cells while sparing normal tissues, thereby improving the therapeutic index. Humanized and fully human immunoglobulin G1(IgG1) antibodies are the most common ADC backbones due to their stability in systemic circulation, robust Fcγ receptor engagement for immune effector functions, and reduced immunogenicity. Antibody selection requires balancing tumor specificity, internalization rate, and binding affinity to avoid barriers to tissue penetration, such as the binding-site barrier effect, while emerging designs exploit tumor-specific antigen variants or unique post-translational modifications to further enhance selectivity. Advances in antibody engineering, linker chemistry, and payload innovation have reinforced the clinical success of ADCs, with more than a dozen agents FDA approved for hematologic malignancies and solid tumors and over 200 in active clinical trials. This review critically examines established and emerging conjugation strategies, including lysine- and cysteine-based chemistries, enzymatic tagging, glycan remodeling, non-canonical amino acid incorporation, and affinity peptide-mediated methods, and discusses how conjugation site, drug-to-antibody ratio (DAR) control, and linker stability influence pharmacokinetics, efficacy, and safety. Innovations in site-specific conjugation have improved ADC homogeneity, stability, and clinical predictability, though challenges in large-scale manufacturing and regulatory harmonization remain. Furthermore, novel ADC architectures such as bispecific ADCs, conditionally active (probody) ADCs, immune-stimulating ADCs, protein-degrader ADCs, and dual-payload designs are being developed to address tumor heterogeneity, drug resistance, and off-target toxicity. By integrating mechanistic insights, preclinical and clinical data, and recent technological advances, this work highlights current progress and future directions for next-generation ADCs aimed at achieving superior efficacy, safety, and patient outcomes, especially in treating refractory cancers.",,review,true,综述抗体药物偶联物中的多种偶联策略，明确涵盖非天然氨基酸掺入技术，并讨论其在ADC构建中的作用，属于对ncAA应用方法的系统性综述，对数据库有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1101/2025.09.10.675417,High throughput screening of eukaryotic release factor 1 variants to enhance noncanonical amino acid incorporation.,pubmed,gce,40964339,bioRxiv : the preprint server for biology,2025-Sep-10,"Noncanonical amino acids (ncAAs) enable diversification of protein functions, but the efficiency of genetic code expansion (GCE) in eukaryotes is hindered by competition between suppressor tRNAs and release factors. Prior work has identified eukaryotic release factor 1 (eRF1) mutants that improve ncAA incorporation, suggesting that screens for improved variants may lead to further enhancements. Here, we developed a high-throughput system to screen eRF1 mutants in Saccharomyces cerevisiae where eRF1 mutants are coexpressed on a plasmid alongside genomically encoded, wild-type eRF1. This strategy enabled recovery of live cells expressing eRF1 variants that enhance ncAA incorporation, even with mutants known to severely affect cell viability in the absence of WT eRF1 expression. We prepared and screened a million-member library of randomly mutated eRF1 variants for clones exhibiting improved ncAA integration phenotypes. Deep sequencing revealed a diverse set of enriched mutations across all three major domains of eRF1. Interestingly, several enriched mutations identified here are also found in naturally occurring eRF1 homologs from species that recode canonical stop codons. When eRF1 variants were combined with yeast knockout strains also known to enhance ncAA incorporation, this resulted in further improvements to efficiency, highlighting the complementarity of release factor engineering to other GCE enhancement strategies. This work demonstrates that high-throughput engineering of the eukaryotic translational apparatus is a powerful approach to identify previously unknown solutions for enhancing ncAA incorporation, with implications for elucidating and precisely manipulating the molecular functions of essential translational machinery.",,,true,batch_api_error_kept,,,,,2026-07-23 18:45:34,Journal Article; Preprint,,,
10.1038/s41589-025-01999-w,Site-selective protein editing by backbone extension acyl rearrangements.,pubmed,gce,40841495,Nature chemical biology,2025-Oct,"Protein and polypeptide heteropolymers containing non-α-backbone monomers are highly desirable as potential materials and therapeutics but many remain difficult or impossible to biosynthesize in cells using traditional genetic code expansion. Here we describe a next-generation approach to such materials that relies instead on proximity-guided intramolecular rearrangements that edit the protein backbone post-translationally. This approach relies on orthogonal aminoacyl-tRNA synthetase enzymes that accept α-hydroxy acid monomers whose side chains contain masked nucleophiles. Introduction of such an α-hydroxy acid into a protein translated in vivo, followed by nucleophile unmasking, sets up a thermodynamically favored intramolecular backbone extension acyl rearrangement (BEAR) reaction that edits the protein to install an extended-backbone monomer. In the examples described here, BEAR reactions are used to generate protein heteropolymers containing a β-backbone, γ-backbone or δ-backbone. This report represents a general strategy to install extended backbones into genetically encoded proteins and peptides expressed in cells.",,research_article,true,报道通过正交合成酶将α-羟基酸单体引入蛋白，随后经BEAR反应转化为β/γ/δ-骨架扩展单体，涉及非天然单体的酶促装载及后续化学转化，属于混合制备策略。,hybrid,hybrid,yes,"alpha-hydroxy acids, beta-backbone monomers, gamma-backbone monomers, delta-backbone monomers",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1016/j.ijbiomac.2025.146609,Mussel foot protein with genetically incorporated hydroxyproline and DOPA exhibits enhanced phase separation and underwater adhesion.,pubmed,gce,40816409,International journal of biological macromolecules,2025-Sep,"Mussel foot protein-5 (mfp-5) is a key biological macromolecule responsible for the remarkable ability of mussels to adhere to wet and diverse surfaces. While the function of L-3,4-dihydroxyphenylalanine (Dopa) in underwater adhesion is well-characterised, the structural and functional role of hydroxyproline (Hyp) in mfp-5 remains underexplored, largely due to challenges in achieving site-specific dual post-translational modifications (PTMs). In this study, we employed residue-specific genetic code expansion strategies to incorporate either Dopa or Hyp into mfp-5 and systematically analyzed their effects on liquid-liquid phase separation (LLPS), redox stability, and interfacial interactions. Spectroscopic and microscopic analyses revealed that Hyp promotes coacervate formation, preserves Dopa in its reduced state, and enhances substrate binding by facilitating π-π, cation-π, and CH/π interactions. These results demonstrate that mfp-5 functions as a dynamic phase-separating macromolecule whose adhesion efficiency is modulated by Hyp-mediated regulation. This work offers new molecular insight into mfp-5's dual-modification chemistry and highlights its potential in the design of biomimetic, water-resistant adhesives for biomedical applications, including tissue sealing, drug delivery, and regenerative materials.",Hyp,research_article,true,采用遗传密码扩展技术将羟脯氨酸和DOPA位点特异性整合到蛋白中，属于GCE范畴，摘要提示使用了ncAA整合策略，可能涉及aaRS/tRNA系统。,gce,unclear,unclear,"hydroxyproline, DOPA",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1002/anie.202508922,Tuning Encodable Tetrazine Chemistry for Site-Specific Protein Bioorthogonal Ligations.,pubmed,gce,40610371,Angewandte Chemie (International ed. in English),2025-Aug-25,"Using genetic code expansion (GCE) to encode bioorthogonal chemistry has emerged as a promising method for protein labeling, both in vitro and within cells. Here, we demonstrate that tetrazine (Tet) amino acids incorporated into proteins are highly tunable and have extraordinary potential for fast and quantitative bioorthogonal ligations. We describe the synthesis and characterization of reaction rates for 29 Tet amino acids (20 of which are new) and compare their encoding ability into proteins using evolved tRNA/RS pairs. For these systems, we characterized on-protein Tet stability, reaction rates, and ligation extents as the utility of a bioorthogonal labeling group depends on its stability and reactivity when encoded into proteins. By integrating data on encoding efficiency, selectivity, on-protein stability, and in-cell labeling for Tet tRNA/RS pairs, we developed the smallest, fastest, and most stable Tet to date. This was achieved by introducing fluorine substituents to Tet4, resulting in reaction rates at the 10⁶ M⁻¹s⁻¹ level while minimizing degradation. This study expands the toolbox of bioorthogonal reagents for Tet-sTCO-based, site-specific protein labeling and demonstrates that the Tet is a uniquely tunable, highly reactive, and encodable bioorthogonal functional group. These findings provide a foundation to further explore Tet encoding and reactivity.",,research_article,true,合成了29种四嗪类非天然氨基酸（20种为新化合物），并表征其反应速率和蛋白编码能力，包含明确的化学合成内容。,chemical,chemical,yes,tetrazine amino acids,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.71150/jm.2501005,Expanding the genetic code: In vivo approaches for incorporating non-proteinogenic monomers.,pubmed,gce,40195833,"Journal of microbiology (Seoul, Korea)",2025-Mar,"The application of genetic code expansion has enabled the incorporation of non-canonical amino acids (ncAAs) into proteins, introducing novel functional groups and significantly broadening the scope of protein engineering. Over the past decade, this approach has extended beyond ncAAs to include non-proteinogenic monomers (npMs), such as β-amino acids and hydroxy acids. In vivo incorporation of these monomers requires maintaining orthogonality between endogenous and engineered aminoacyl-tRNA synthetase (aaRS)/tRNA pairs while optimizing the use of the translational machinery. This review introduces the fundamental principles of genetic code expansion and highlights the development of orthogonal aaRS/tRNA pairs and ribosomal engineering to incorporate npMs. Despite these advancements, challenges remain in engineering aaRS/tRNA pairs to accommodate npMs, especially monomers that differ significantly from L-α-amino acids due to their incompatibility with existing translational machinery. This review also introduces recent methodologies that allow aaRSs to recognize and aminoacylate npMs without reliance on the ribosomal translation system, thereby unlocking new possibilities for synthesizing biopolymers with chemically diverse monomers.",,review,true,综述遗传密码扩展技术用于整合非蛋白原性单体（包括β-氨基酸等ncAA），涵盖aaRS/tRNA工程和核糖体改造策略，对合成方法学有参考价值。,gce,unclear,unclear,"beta-amino acids,hydroxy acids",2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1002/cbic.202500176,Optimization and Application of the Purified Cell-Free System.,pubmed,gce,40181437,Chembiochem : a European journal of chemical biology,2025-Jun-03,"Cell-free protein synthesis (CFPS) is extensively applied in biotechnological research. Unlike the lysate-based CFPS system, the alternative purified cell-free system, protein synthesis using recombinant elements (PURE), has garnered a great attention due to its controllability and flexibility of adjusting individual component for in vitro transcription and translation research. The PURE system has been widely studied in the synthetic biological field, and optimized for its application in prototyping research, non-canonical amino acid incorporation and synthetic cell construction. Herein, the recent optimization strategies for a simple and enhanced PURE system are discussed. In addition, the recent application via the PURE system and the current challenges for the development of a more robust and controllable PURE are highlighted.",,review,true,综述PURE无细胞系统在非天然氨基酸掺入中的优化与应用，涵盖ncAA整合的技术平台，对数据库有参考价值。,gce,unclear,unclear,non-canonical amino acid,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1021/acs.chemrev.4c00730,Strategies to Expand the Genetic Code of Mammalian Cells.,pubmed,gce,39937611,Chemical reviews,2025-Feb-26,"Genetic code expansion (GCE) in mammalian cells has emerged as a powerful technology for investigating and engineering protein function. This method allows for the precise incorporation of a rapidly growing toolbox of noncanonical amino acids (ncAAs) into predefined sites of target proteins expressed in living cells. Due to the minimal size of these genetically encoded ncAAs, the wide range of functionalities they provide, and the ability to introduce them freely at virtually any site of any protein by simple mutagenesis, this technology holds immense potential for probing the complex biology of mammalian cells and engineering next-generation biotherapeutics. In this review, we provide an overview of the underlying machinery that enables ncAA mutagenesis in mammalian cells and how these are developed. We have also compiled an updated list of ncAAs that have been successfully incorporated into proteins in mammalian cells. Finally, we provide our perspectives on the current challenges that need to be addressed to fully harness the potential of this technology.",,review,true,综述哺乳动物细胞中GCE的技术体系，包含已成功整合的ncAA列表及正交系统开发，对ncAA编码方法学有参考价值。,gce,unclear,unclear,,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1016/j.copbio.2024.103245,Engineering of the genetic code.,pubmed,gce,39733656,Current opinion in biotechnology,2025-Feb,"The genetic code is a universally conserved mechanism that translates genetic information into proteins, consisting of 64 codons formed by four nucleotide bases. With a few exceptions, the genetic code universally encodes 20 canonical amino acids (AAs) and three stop signals, with many AAs represented by multiple codons. Genetic engineering has expanded this system through approaches like codon reassignment and synthetic base pair introduction, allowing for the incorporation of noncanonical AAs (ncAAs) into proteins, known as genetic code expansion (GCE). These ncAAs add novel functionalities, such as bio-orthogonal handles, fluorophores, and redox-active ncAAs, enhancing the diversity of proteins. Recent advancements include genome-wide recoding, evolution of orthogonal translation components, and synthetic genetic alphabet, with a focus on improving translational efficiency and reducing off-target effects. This review emphasizes strategies for modifying nucleotides, reassessing codons, and engineering translational enzymes, highlighting innovations that tackle challenges in GCE and promote new protein chemistries and biotechnological applications.",,review,true,综述系统总结遗传密码扩展技术，包括ncAA的引入策略、正交系统工程及应用，虽侧重技术框架，但涵盖ncAA作为核心元件，属于方法学综述。,gce,unclear,unclear,ncAAs,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1101/2024.11.27.625662,Optimized directed evolution of E. coli leucyl-tRNA synthetase adds many noncanonical amino acids into the eukaryotic genetic code including ornithine and Nε-acetyl-methyllysine.,pubmed,gce,39651257,bioRxiv : the preprint server for biology,2024-Nov-27,"Site-specific incorporation of noncanonical amino acids (ncAAs) into proteins in eukaryotes has predominantly relied on the pyrrolysyl-tRNA synthetase/tRNA pair. However, access to additional easily engineered pairs is crucial for expanding the structural diversity of the ncAA toolbox in eukaryotes. The Escherichia coli-derived leucyl-tRNA synthetase (EcLeuRS)/tRNA pair presents a particularly promising alternative. This pair has been engineered to charge a small yet structurally diverse group of ncAAs in eukaryotic cells. However, expanding the substrate scope of EcLeuRS has been difficult due to the suboptimal yeast-based directed evolution platform used for its engineering. In this study, we address this limitation by optimizing the yeast-based directed evolution platform for efficient selection of ncAA-selective EcLeuRS mutants. Using the optimized selection system, we demonstrate rapid isolation of many novel EcLeuRS mutants capable of incorporating various ncAAs in mammalian cells, including ornithine and Nε-acetyl-methyllysine, a recently discovered post-translational modification in mammalian cells.",Orn,,true,batch_api_error_kept,,,,,2026-07-23 18:45:34,Journal Article; Preprint,,,
10.1007/s11427-024-2758-2,Strategic codon selection for enhanced genetic code expansion.,pubmed,gce,39617856,Science China. Life sciences,2025-Mar,,,research_article,true,标题聚焦遗传密码扩展中的密码子优化策略，属于GCE核心研究方向，虽摘要缺失，但标题明确指向非天然氨基酸整合技术的方法学改进，推定包含相关实验与设计。,gce,unclear,unclear,unnatural amino acid,2026-07-23 18:45:34,Journal Article,true,unclear,研究论文
10.1101/2024.11.11.623099,Investigating Protein Degradability through Site-Specific Ubiquitin Ligase Recruitment.,pubmed,gce,39605659,bioRxiv : the preprint server for biology,2024-Nov-12,"We report targeted protein degradation through the site-specific recruitment of native ubiquitin ligases to a protein of interest via conjugation of E3 ligase ligands. Direct comparison of degradation ability of proteins displaying the corresponding bioconjugation handle at different regions of protein surfaces was explored. We demonstrate the benefit of proximal lysine residues and investigate flexibility in linker length for the design of optimal degraders. Two proteins without known small molecule ligands, EGFP and DUSP6, were differentially degraded when modified at different locations on their protein surfaces. Further, the cereblon-mediated degradation of the known PROTAC target ERRα was improved through the recruitment of the E3 ligase to regions different from the known ligand binding site. This new methodology will provide insight into overall protein degradability, even in the absence of a known small molecule ligand and inform the process of new ligand and PROTAC development to achieve optimal protein degradation. Furthermore, this approach represents a new, small molecule-based conditional OFF switch of protein function with complete genetic specificity. Importantly, the protein of interest is only modified with a minimal surface modification (< 200 Da) and does not require any protein domain fusions.",,,true,batch_api_error_kept,,,,,2026-07-23 18:45:34,Journal Article; Preprint,,,
